_id,username,posted_document,query,check_one_gold,check_one_gold_reason,_golden
ObjectId(59f97bcde007d239e50a4fdc),XCD8FL,"New York Hotels are very special in their design as well as in their location in the center of New York (a.k.a NY) city. NY is one of the most popular places in the United States for holidays and therefore there are a lot of hotels and motels in the city. Hotel in NewYork might be more expensive than the standard prices in the rest of the US. The life in NY never stops and many tourists come to visit the city every year.Once you arrive to your hotel, you can ask the reception for taking care of the transportation in New York for you.",newyork hotels,,,
ObjectId(59f97bcde007d239e50a4fdd),XCD8FL,"
PokerStars hosts the biggest guaranteed online poker tournament in the virtual universe every Sunday — the Sunday Million! Every week the highlights of the Sunday Million are available on PokerStars.tv.
If you want the most bang for your buck and the biggest opportunity to win the biggest payday of the week, playing the Sunday Million is a must. The buy-in is $215, but this week PokerStars has a special on the Sunday Million Team Online host who just happens to be Mickey 'mement_mori' Petersen, knock him out and you collect a bounty that gives you back your $215 buy-in.
If you're playing, the tournament kicks off at 14:30 ET and you could be rubbing virtual elbows with many of the PokerStars Team Online and the pros. Don't be nervous if you are, get in and show them you know how to play!
",poker tournaments,,,
ObjectId(59f97bcde007d239e50a4fde),63ZBKE,"Want to quit smoking cigarettes? Try one of these 20+ ways and start your path towards a happier, healthier, smoke-free life. Take a piece of paper and make an honest list of Pros & Cons about smoking, suggests Daniel Z. Lieberman, M.D., director of the Clinical Psychiatric Research Center at George Washington University Medical Center, you can include things that you dislike about smoking such as how the smoking can interfere with your health, work, family, etc. 
Think about the list over time and make changes. For a better result you can get feedback from family and friends about things they don't like about your smoking - they love you and would be happy to help. Eventually, when the negative side outweighs the positive side, you are ready to quit smoking.
",quit smoking,,,
ObjectId(59f97bcde007d239e50a4fdf),63ZBKE,"There is a variety of companies selling dog clean-up bags online, such as Pogi's, Earth Rated, Pink Paws, Paws & Pals and many others. Dog clean-up bags can be ordered from many sites such as Amazon.com and Walmart.com. 
There are even biodegradable bags so you can contribute your fare share to saving the environment. You can reduce costs by ordering ""saving packages"", in many cases when buying such a package you get a bag dispenser to attach to the dog's leash.
Another low cost option is using spare plastic bags, newspapers or nappy sacks. In many cities in the world councils are installing special bins for dog waste with packages of free dog clean-up bags attached to them for the dog owners comfort.",dog clean bags,,,
ObjectId(59f97bcde007d239e50a4fe0),63ZBKE,"At ASM Auto Recycling we proudly supply many used car parts for any vehicle to anywhere in the world!
We boast a growing used car parts department which usually stocks 250,000 guaranteed recycled car parts. 
All of our recycled car parts are cleaned, tested and covered by our 90-day guarantee. This way we provide our customers with peace of mind when fitting used car parts to their beloved vehicles. For example, you can get used parts from one of our 2,000 salvage cars that are suitable for car parts breaking.
You can check on our used car parts simply by calling to our used car parts sales team directly on 01844 268 940 or complete and e-mail the ""Adjacent Parts Enquiry Form"" on our website.
",car parts,,,
ObjectId(59f97bcde007d239e50a4fe5),CILZFZ,"Buying furniture for small spaces is challenging. Whether you're living in a small condo in Manhattan or a small loft in London, finding the right furniture for your space can prove difficult. Strategic planning can go a long way in a small space, says famous interior designer Jonathan Adler. People may outfit their apartment with couches, chairs, or a dining room table. Of course, you don't need to buy all of your furniture at once. Instead, the designer recommends taking your time, researching, and selecting furniture that will enhance your home and represent your personal style.",furniture small spaces,,,
ObjectId(59f97bcde007d239e50a4fe9),Z3R3GE,"Here we give you the Best Quit-Smoking Tips Ever and How To Intermission Smoking or Smokeless Tobacco. Remember, tobacco addiction is both mental and physical. The best way to relinquish the cigarettes will be combination of medicine, a method to change personal habits, and emotional support. Smoking cessation, colloquially quitting smoking, is the process of discontinuing tobacco smoking. Tobacco contains nicotine, which is addictive, Nicotine makes the process of quitting often very prolonged and challenging. The main methods to stop smoking according to the American Cancer Society include:
overcoming tobacco addiction, deciding to stop smoking and making a plan, nicotine replacement therapy for quitting tobacco and prescription drugs. There are many fabulous ways to quit. Learn more about ways to quit so you can find the method that best suites you. It is also a good idea to get advice and support from doctor or dentist.",quit smoking,,,
ObjectId(59f97bcde007d239e50a4fec),9Y4LMH,"Cell phone, also refer to as mobile phone is a device uses to connect you with others. 

Along with the process of developing a more portable technology, and a better interconnections system, drastic changes have taken place in both the networking of wireless communication and the prevalence of its use, with smartphones becoming common globally and a growing proportion of Internet access now done via mobile broadband.

Prior to 1973, mobile telephony was limited to phones installed in cars and other vehicles. Motorola was the first company to produce a handheld mobile phone. On April 3, 1973, Martin Cooper, a Motorola researcher and executive, made the first mobile telephone call from handheld subscriber equipment, placing a call to Dr. Joel S. Engel of Bell Labs, his rival.The prototype handheld phone used by Dr. Cooper weighed 1.1 kg (2.42 lb) and measured 23 cm long, 13 cm deep and 4.45 cm wide. 



",cell phones,,,
ObjectId(59f97bcde007d239e50a4fed),ZHUSVZ,"Web design services are offered by many host sites. 
The top hosting sites are: ""BlueHost""(https://www.bluehost.com), ""iPage"", ""HostGator"" and ""Host1Plus""'. 
Each of them has different level of design quality, cheap/expensive costs, level of services(good and quick) etc.
BlueHost built its Web hosting management interface around the cPanel control panel, a  utilitarian system that is nonetheless the industry standard today.
cPanel is designed for pros who know what they're doing, BlueHost offers help for stating.
But what BlueHost lacks in friendliness it makes up for in exhaustiveness:
With 75 installation scripts at hand, you can point and click your way to building just about any kind of website- blog, wiki, e-commerce etc. 
The service plan is unremarkable yet comprehensive and the big draw for most BlueHost customers- it's cheap. 
But you can even enjoy a free website hosting through ""Wix"" that is very popular host site.",website design hosting,,,
ObjectId(59f97bcde007d239e50a4fee),ZHUSVZ,"What are the do and don'ts when decorating your home? Especially when it's a small space and you wish to put in all your furniture!
A ton of square footage isn't a requirement for a well designed house!
A common mistake people make when decorating a new condo is rushing out to a couple stores to buy furniture just to fill the space - their small space.
Oftentimes the space will end up looking more like a catalogue than a home...!
The recommendations when you buy furniture for you small space are: Taking your time, doing your research, and selecting pieces that will enhance your home and represent your personal style. Enjoy!",furniture small spaces,,,
ObjectId(59f97bcde007d239e50a4fef),ZHUSVZ,"When you build a bathroom, and want to buy a cheap and quality toilet, you should read the basics of buying a new toilet that written here.
Mostly, people buy two-piece toilet - a bowl and a toilet tank.
Almost any toilet you purchase will come with flush-valva assembly already installed (so you'll not get an ancient latrine), but will come without closet bolts, wax gasket or toilet seat.
Another option is to buy the ""best toilet set""- one-piece toilet with dual flush of ""American Standard"" best brand. Or buy the complete kit that include toilet tank, bowl, wax ring and hardware kit.
Did you know?! ""Toilets"" are also known as ""WC""! Next time you're traveling the world and must use the lavatory, just search for a WC sign or closest restaurnat's restroom.
If you still need more information about toilets, look in Wikipedia (https://en.wikipedia.org/wiki/Toilet).",toilet,,,
ObjectId(59f97bcde007d239e50a4ff1),9J5ZE6,"PS2CheatCodes.com has more information, reviews and cheat codes than anyone! 
Helping you win all PlayStation 2 (PS2) games!
With thousands of cheats and very informative guides for PS2 games, we cover a wide range of racing, first person shooter, sporting games, and etc -- to ensure you can play your games your way.
Even though games are no longer actively produced for the PlayStation 2, CheatCodes.com still posts new tips and rewrite old reviews for all PlayStation games... including those that cross over from PS2 , or maybe that you used to play on your old original PlayStation 2 system. We're looking for ways to improve your gaming experience, whether on the latest or older gaming systems such as the PS2. To experience all the hidden parts of your games, visit our PS2 cheat codes often.
visit our site for the PS2 game you're looking for and let the PS2 magic begins!",ps 2 games,,,
ObjectId(59f97bcde007d239e50a4ff2),9J5ZE6,"To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden best location in new york, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NYC hotel around the Hampton Inn MSG. This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
This post lists 15 ideas for finding cheap hotels and other accommodations for your trip to NYC.  You might think that finding cheap hotels in New York City can be nearly impossible. ",newyork hotels,,,
ObjectId(59f97bcde007d239e50a4ff6),DR8AY0,"WebHost is the best Web Design & Hosting - a free website design tool. You can create Your own stunning website design with free templates. #1 recommended web hosting by WebHosting.org. Free domain included types: Domain Hosting, website Hosting, WPress hosting, business Hosting. We have the best expert designers working for you. Whether you are looking for a custom website design, enhancing your existing site or creating a unique logo design for your business, our web design and development experts can help.
Your idea needs a great website. Sign up today & bring your dream to life. Get a free domain and 24/7 Support from WP experts. 


",website design hosting,,,
ObjectId(59f97bcde007d239e50a4ff7),DR8AY0,"Hobby Stores Shopping Center - At Hobby Stores Shopping we have a huge and great selection of modelling, remote control cars, trucks, airplanes, boats, trains, rockets, hobby supplies, collectibles and DIY Projects. I the shopping center you'll find the best hobby shops in USA. Arts & crafts stores,  baking & party stores,  crafts & hobbie stores, gaming stores  computer stores. You can buy from all of our stores online! order now your hobby supply! We guarantee high quality and low prices. The newest top brands, free delivery. holiday deals! SHOP NOW!
",hobby stores,,,
ObjectId(59f97bcde007d239e50a4ff8),DR8AY0," New York hotels near MSG: check out the great NYC hotel values below. Hampton Inn Madison Square Garden: The Hampton hotel Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. You can book now and start your vacation. Enjoy close access to your NY hotel at the Hampton Inn MSG. Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour. Watch real user reviews hotels in New York City that make you want to never leave.
",newyork hotels,,,
ObjectId(59f97bcde007d239e50a4ff9),CK7A5O,"At Car Parts Inc we provide vehicle components in every condition, our supply include original parts for all vehicles and the prices include shipping for all the world. We provide new and used car parts in a low price guarantee, means if you find auto parts cheaper, we guarantee to provide the same car part at a lower price. 
In our used auto parts department there are over 250,000 guaranteed recycled car parts, you can find engines, tires, chassis and all from the original vehicle components manufacturer. This simply provides customers with piece of mind when fitting used engines or any other car parts to either their own vehicles or damage-repairable vehicles. We currently house over 2,000 salvage cars suitable for car parts 
breaking. At Car Parts Inc your satisfaction is our goal so if you need auto parts give us a call.
",car parts,,,
ObjectId(59f97bcde007d239e50a4ffa),CK7A5O,"From basic mobiles to high-end smartphones, cell phones keep the world connected. The biggest wireless cellular provider is Verizon Wireless that operates a robust and far-reaching 4G LTE network and a strong lineup of smartphones, feature cell phones, and basic handsets. Vodafone Communications similar to Verizon Wireless is also a mobile phone service provider that provides a communication network and cellular devices such as iPhone 8, iPhone x, Samsung Galaxy S8 and other kinds of cell phones and mobile devices.
Verizon Wireless and Vodafone have a ""All Included Cell Phone"" plan that includes unlimited text messages and voice calls for multiple devices plus a monthly allotment of data use (single lines plans are available, as well). Verizon's international mobile phone coverage is limited to a handful of countries, but it offers low price cell phones and great communication service.
",cell phones,,,
ObjectId(59fb582ae007d27f60d7d2f4),V0C3W0,"Wilson has long been a trusted name in CB antennas. They have several types of antennas to offer, including the most popular magnet mount antennas on the market.
Wilson magnetic mount antennas are of the bests antennas. The Little Wil magnet mount CB antenna is one of our most popular antennas.There are also other types of Wilson antennas as Wilson fiberglass CB antennas that are popular as well.
",wilson antenna,,,
ObjectId(59fb582ae007d27f60d7d2f5),CK7A5O,"Wilson antenna has long been a trusted name in CB antennas. Wilson antennas have several types of antennas and radio receivers to offer, including the most popular magnet mount antennas on the market.
When it comes to magnet mount antennas, Wilson offers the most advanced antennas that receives the most sensitive transmissions. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wilson magnet mount CB antenna is one of Wilson's most popular antennas. If you need something a little taller we recommend Wilson antenna 1000 and 5000 antenna.  
Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a unique grounding wire for situations were a high SWR cannot be remedied.
",wilson antenna,,,
