_id,username,posted_document,query,check_one_gold,check_one_gold_reason,_golden
ObjectId(59f97bcde007d239e50a4fb3),GE65PB,"If you want to build a fence on yourself, this is the place for you builder! Here, in ""Easy DIY palisade and stockade fences"" you will get all the information you will need to build and design your own property barrier. First of all you need to decide what is the material you want to construct your barricade, you can have wood, iron or even stone fence. Next you need to choose the gate. By surrounding your area with a barrier and a gate you can protect your yard, farm or garden with a style. Now all you need to do is to watch our videos and learn easily how to make your own fence by yourself. You can click here to get all the materials you need. You will get many compliments from your friends and family for constructing your own fence. Let's start build a fence.",build fence,,,
ObjectId(59f97bcde007d239e50a4fb4),22IO1J,"Quit Smoking Today!
Do you smoke but want to cessate?
Do you ask yourself how can I quit smoking?
Nicotine is one of the most harmful and widely available legal drugs in the world, cigarettes are composed of nicotine, tobacco and more not healthy, lethal and addictive toxins. 
The cigarettes habit causes nicotine addiction. 
This habit may cause health problems such as cancer, strokes  and  heart diseases. 
Quitting smoking greatly reduces the risk of developing smoking-related diseases.
You should know that within 20 minutes after stop smoking, the body starts to derive benefits, according to Healthline. Heart rate, blood pressure, circulation and many other bodily functions improve.
Quitting smoking is not easy. We offer some practical tips to help you break your nicotine addiction and kick the cigarette habit for good. 
In addition, we can help you quit pipe, marijuana, heroin, cannabis and hookah,  
So, come and quit smoking now!",quit smoking,,,
ObjectId(59f97bcde007d239e50a4fb5),22IO1J,"Internet Telephone Provider,  reflects the fact that they offer no-nonsense Internet phone service. They earn the #1 slot on this list not just because they offer unlimited calling nationwide with their phone service, but they also give new customers 2 months of free calling as part of their sales. The competition between the  Internet phone service providers is huge and the customers earn from it . At only $8.32 monthly, this deal even includes free mobile VoIP app for smartphones for all-inclusive VoIP service.
Phone Power's service is a little cheaper $5.99 monthly, and includes 60 minutes of free International calling to over 75 countries. Even when the hour is up, International rates with PhonePower are still cheaper than the per-minute rate most traditional phone providers charge for even local calls. 
The providers sould enable safe internet surfing and faultless routing,  they have to overcome issuses such as hackers and infrastructures.",internet phone service,,,
ObjectId(59f97bcde007d239e50a4fb6),22IO1J,"
Dieting is practice of eating food in regulated, supervised fashion to decrease, maintain, increase body weight. 
In other words, it is conscious control or restriction of the diet. Restricted diet often used by overweight or obese people.
Dieting should be done by boosting your metabolism, burning calories by making sport activities such as  aerobic exercises and eating balanced meals with few fats and carbohydrates but with lots of proteins, vegetables and legumes.
Check your Body Mass Index (BMI) - indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide a goal.
Try not to make mistakes such as  exercising too much, eating too early, skipping breakfast etc.
People may make diet in order to prevent health problems such as cancer, strokes, diabetes, high blood pressure  and  heart diseases. 
Remember that even a small amount of weight loss can lead to big health 
",dieting,,,
ObjectId(59f97bcde007d239e50a4fb7),O5TA9W,"Preparing for the GMAT exam takes time and effort, but if you want to the score you always desired, the best option would be a prep class. Most people think you can succeed the GMAT exam by simply planning ahead but there is more to it than that.
First, you need to start by searching for a good GMAT prep class - But what is a good GMAT prep class? That's the real question.
A good prep class, no matter to which exam its intended, must comply to the following: simplicity, excellent faculty and experience.
After you've chosen your preferred GMAT prep class, you need to start creating a daily schedule in which you will have to study at least 2 hours per day.
Finally, I would like to emphasize that picking out a good GMAT prep class is important, but most importantly are personal ambition, and the desire to succeed.",gmat prep classes,,,
ObjectId(59f97bcde007d239e50a4fb8),O5TA9W,"A horses's hooves can develop several types of problems. Here are a few of the most common ones.
First is Abscess - an infection of the sensitive tissue of the horse's hoof. Symptoms include the hoof being hot and an increased pulse. The abscess will migrate up the hoof and break out at the coronary band. 
Abscesses can be located with hoof testers. Avoid cutting a large hole in the hoof when pairing or opening the abscess. In most cases, the less hoof removed, the quicker the horse can recover and return to active use.
Another is a hoof crack - a visible vertical crack in the hoof wall. Treatment consists mainly of immobilizing the hoof crack, thus permitting sound hoof wall to grow down from the coronary band.
Last, there is Corns. Corns start out as bruises of the sensitive sole in the angle formed by the hoof wall and bars.",horse hooves,,,
ObjectId(59f97bcde007d239e50a4fb9),O5TA9W,"GPS (Global Positioning System) receivers have become a mainstay of forestry companies to accurately identify interesting locations. With the use of a GPS receiver it is possible to return to approximately the same location quicker. GPS is also used to layout clearcut harvesting blocks. The whole system of using GPS receivers was created by the US military to allow for high precision locating of people and equipment. This is done using 24 satellites that are orbiting the world, generally in equatorial orbits. The location of the GPS receiver is determined through the distance the receiver is from a number of satellites, through a process called triangulation.
With all the information collected for the comparison of GPS receiving units it is also possible to compare the type of correction used.
The testing of the GPS receivers had mistakes. Therefore the testing of GPS receivers should be made in a controlled enviroment.",gps,,,
ObjectId(59f97bcde007d239e50a4fba),RG9N1V,"In our top five best long term care insurance plans review, we consider the companies in America. It was  hard choosing  the best list,  it took us quite a long time to complete. To accomplish this list we had to use strict terms and rules in order to decide which care insurance plans will give you highest value.

This review include all of the insurance companies in the area, considering which are the top five companies was quite easy, yet ranking between those insurance companies was quite hard. we did our best in this list, but remember that not all of care insurances which are best for another are good for you too.  
AIG  This insurance company is probably the best for you with 4.4 out of 5 score.
Liberty Mutual scored second in care plan with 4.2.
AAA  with 4.1",best long term care insurance,,,
ObjectId(59f97bcde007d239e50a4fbb),RG9N1V,"Good pressure washers are hard to find, but you can check out our top 10 pressure washers for 2017. You can buy them from our online shop with best deals, sales and cheapest prices. We bring them to you  in a range of different sizes, configurations, horsepower, PSI (pressure for square inch) and GPM from various manufactures of washers like Simpson, Generac, Ryobi, DeWalt and Sun Joe.

We know your wife put a lot of  pressure on you to buy a washer so let's go to our list:
Simpson MegaShot 3100 PSI 2.5 GPM Honda GCV190 Powered Gas Power Cleane At a manufacturers suggested retail price of 399$
Generac OneWash 2000 to 3100 PSI 2.4 GPM 196cc Gas Power Washer. It allows you to adjust the pressure to 4 settings between 2,000 and 3,100 PSI",pressure washers,,,
ObjectId(59f97bcde007d239e50a4fbc),RG9N1V,"computer programming (often shortened to programming) is a process that leads from an original formulation of a computing problem to executable computer programs. Programming involves activities such as analysis, developing understanding, generating algorithms, , and implementation (coding) of algorithms in a target programming language. Source code is written in one or more programming languages. The purpose of programming is to find a sequence of instructions that will automate performing a specific task or solving a given problem. The process of programming thus often requires expertise in many different subjects, including knowledge of the application domain, specialized algorithms, and formal logic. 

computer programing can be done in a many languages such as C, C++, Java, Ruby, Python and more, this languages are then go through a complier which translate them to assmbly or machine language (binary) .  

",computer programming,,,
ObjectId(59f97bcde007d239e50a4fbd),M1HVGL,"
Nowadays, internet became an essential product for each and every one of us. But the cost isn't always cheap. In the past, after the web was made public, connecting to a network considered to be a luxury. But now, internet is a service we wish to consume - but not at any price. A few tips for choosing smartly your supplier are: comparing prices between different providers. Also, decide what kind of service you actually need! And instead of buying unnecessary costly services, you may consider buying your own firmware to reduce the monthly costs! All of which will help you enjoy your luxury product which is the internet.",cheap internet,,,
ObjectId(59f97bcde007d239e50a4fbe),M1HVGL,"Elliptical trainer or cross-trainer is a stationary exercise machine used to simulate stair climbing, walking, or running without causing excessive pressure to the joints, hence decreasing the risk of impact injuries. However, many people still wonder - Which is better? The treadmill or the elliptical machine? The answer is that walking on a treadmill exerts about the same force as using an elliptical trainer. Unlike treadmills, some cross trainers are equipped with movable upper body handles or poles, similar to ski poles. These allow you to exercise both your arms and your legs. Interesting research in 2002, conducted by the University of Idaho, shows that varying the stride length on the elliptical trainer can recruit a larger variety of muscle groups. So instead of deciding - start striding!",elliptical trainer,,,
ObjectId(59f97bcde007d239e50a4fbf),M1HVGL,"Hobby stores can be the loveliest and most colorful place you may enter! Unlike clothing or shoe shopping, the world of crafts is beyond imagining! Therefore our shopping centers are dedicated for constantly regaining their creativity and expanding the selection of materials available for you to play and create with! Because we know that when making a present for a friend or family member, our artistic skills and creativity come to life and the more personal and custom made the happier our loved ones. So come and shop at our artistic planet, you may be surprised of what you'll find!",hobby stores,,,
ObjectId(59f97bcde007d239e50a4fc0),YHSRWR,"The elliptical trainer or cross-trainer is an exercise machine that combines the motion of stair-stepping with cross-country skiing, providing a low-impact aerobic workout.
This training device is also called: X-trainer.
Many elliptical trainers use alternating push/pull resistance bars to add an upperbody workout as you stride. The pedals can be reversed, which not only works the muscles in a different manner but allows variation in your workout. There are two main types of elliptical machines available: rear-drive and frontdrive. Rear-drive units enable an elliptical movement of the pedals and include an adjustable incline ramp at the front of the machine. A front-drive elliptical trainer machine needs to use articulating pedals in order to match a natural stride and lacks the adjustable ramp of a rear-drive unit. Most users tend to prefer rear-drive elliptical trainer machines. The primary advantage of a front-drive machine is
the cost.
",elliptical trainer,,,
ObjectId(59f97bcde007d239e50a4fc1),YHSRWR,"Dieting is the practice of eating food in a regulated and supervised fashion to decrease, maintain, or increase body weight. It is control or restriction of the diet. A restricted diet is often used by overweight or obese people, sometimes in combination with physical exercise, to reduce body weight. Some people follow a diet to gain weight (usually in the form of muscle). Diets can be used to maintain a stable body weight or improve health by planning a healthy nutrition. In particular, diets can be designed to prevent or treat diabetes.
Diets to promote weight loss can be categorized as: low-fat, low-carbohydrate, low-calorie and more recently flexible dieting.
Dieting should be done by burning calories by making sport activities and eating balanced meals. In the internet there are recipes for low fat food.
The use of short-term fasting have been used as a form of dieting.
",dieting,,,
ObjectId(59f97bcde007d239e50a4fc2),YHSRWR,"This is a list of notable photovoltaics (PV) companies.
Grid-connected solar photovoltaics (PV) is the fastest growing energy technology in the world, with 50% annual increases in cumulative installed capacity in 2006 and 2007, to an estimated 7.7 GW. This translates into 1.5 million homes with rooftop photovoltaics feeding into the electricity grid worldwide. A typical photovoltaic system employs solar panels. During 2007, investment in new solar photovoltaic manufacturing facilities was strong in Europe, Japan, China, Taiwan and the United States, with many new operations reported. Since October 2009, the Canadian province of Ontario has had vast success with the implementation of their feed-in tariff incentive for grid-connected solar photovoltaic systems. Ontario is currently leading the way in North America with this comprehensive renewable energy incentive.
Photovoltaics companies include PV capital equipment producers, cell manufacturers, panel manufacturers and installers. The list does not include silicon manufacturing companies.
",solar panels,,,
ObjectId(59f97bcde007d239e50a4fc3),6FQC0C,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. Our list enables you to research hobby shops by state. You can access every hobby shop's website or e-mail thanks to html pointers. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader.
We try to keep this list up to date, but you should always call or email ahead before you make a trip! If you want to share your knowledge about model train, help us keep this list up to date, we will be grateful. 

",hobby stores,,,
ObjectId(59f97bcde007d239e50a4fc4),6FQC0C,"First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques: 
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded - this is especially useful for embroidery techniques where you might need to quickly and easily unpick a few stitches.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
Good for gathering or ruching fabric to make gathered skirts, basting seams and stay stitching a curved edge to prevent it from stretching. A running stitch looks exactly the same on both sides of the fabric. Here is it, you have the basics to start sewing. 
",sewing instructions,,,
ObjectId(59f97bcde007d239e50a4fc5),6FQC0C,"There exist several different long term care insurance. Supportive housing programs offer low-cost housing to older people with low to moderate incomes. The Federal Department of Housing and Urban Development (HUD) and State or local governments often develop such housing programs. A number of these facilities offer help with meals and tasks such as housekeeping, shopping, and laundry. Residents generally live in their own apartments. Continuing care retirement communities (CCRCs) provide a full range of services and care based on what each resident needs over time. Care usually is provided in one of three main stages: independent living, assisted living, and skilled nursing. Nursing homes offer care to people who cannot be cared for at home or in the community. They provide skilled nursing care, rehabilitation services, meals, activities, help with daily living, and supervision. Many nursing homes also offer temporary or periodic care. 
",best long term care insurance,,,
ObjectId(59f97bcde007d239e50a4fc6),TJBYUD,"Supportive housing programs offer low-cost housing to older people with low to moderate incomes. The Federal Department of Housing and Urban Development (HUD) and State or local governments often develop such housing programs. A number of these facilities offer help with meals and tasks such as housekeeping, shopping, and laundry. Residents generally live in their own apartments.
Continuing care retirement communities (CCRCs) provide a full range of services and care based on what each resident needs over time. Care usually is provided in one of three main stages: independent living, assisted living, and skilled nursing.
Nursing homes offer care to people who cannot be cared for at home or in the community. They provide skilled nursing care, rehabilitation services, meals, activities, help with daily living, and supervision. Many nursing homes also offer temporary or periodic care. 
",best long term care insurance,,,
ObjectId(59f97bcde007d239e50a4fc7),TJBYUD,"
ITP:
ITP stands for Internet Telephone Provider, and their name reflects the fact that they offer no-nonsense Internet phone service. They earn the #1 slot on this list not just because they offer unlimited calling nationwide with their phone service, but they also give new customers 2 months of free calling as part of their special Fall sale. At only $8.32 monthly, this deal even includes a free mobile VoIP app for smartphones for all-inclusive VoIP service.
Phone Power:
Phone Power's service is a little cheaper at only $5.99 monthly, and includes 60 minutes of free International calling to over 75 countries. Even when the hour is up, International rates with PhonePower are still cheaper than the per-minute rate most traditional phone providers charge for even local calls. 
",internet phone service,,,
ObjectId(59f97bcde007d239e50a4fc8),TJBYUD,"
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques: 
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded - this is especially useful for embroidery techniques where you might need to quickly and easily unpick a few stitches.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
Good for gathering or ruching fabric to make gathered skirts, basting seams and stay stitching a curved edge to prevent it from stretching. A running stitch looks exactly the same on both sides of the fabric.
",sewing instructions,,,
ObjectId(59f97bcde007d239e50a4fc9),QC0UHH,"you already know it. your parents have warned you. ""online poker is dangerous, you will lose your money"", they say. ""dude, i won this tournament and got 3 grand"", your friends will say at the other hand. it's addicting, and all of your friends do it, so why don't you join in a simple game of cards? who doesn't know how to play poker? you, probably, since you are here. and we have the solution. we will teach you the basics of poker. for free, just watch a 5 minute video and you know all it takes. then you can start participating online. as a return for teaching you, we will be paid 10 percent of any reward you get from winning tournaments. also, for every lost contest, you will pay us 1 dollar as we don't train losers. do we have a dealer?",poker tournaments,,,
ObjectId(59f97bcde007d239e50a4fca),QC0UHH,"as if building your own house from scratch wasn't enough. you are proud of your work but you want to make it better by yourself, and you are annoyed by the neighbors and their pets invading your own garden. you can do it all with a simple do it all with our simple do it yourself fence kit, so simple even a child could assemble it on his own. we provide multiple kinds of fences: colorful, plain white, with decorations - any background you'd like to enclose your back yard. take a day off, bring your kids to our store and get the fence kit for a a day of fun and usefulness for years to come, as our fences last a lifetime. we furthermore encourage all of you who are not outdoor enthusiastic, to go and build as much as possible at your home garden, as researches showed that diy activities help building your confidence.",build fence,,,
ObjectId(59f97bcde007d239e50a4fcb),QC0UHH,"welcome to our university's gmat preparation course. in this course we will exercise the skills required for taking, and successfully passing with a good score, the gmat exam. so brace yourselves, and get ready to being the next best student in our studying programs, starting as soon as the class of 18'. 
for starters, you are all required to register to the closest gmat exam available at your region. this is a mandatory requirement for this course, as the studying and preparing will be meaningless without actually taking the exam. also note that if you have taken gmat - alike exams somewhere else you may be able to use the score you achieved in that exam, subject to an appropriate approval.
okay, so now we have gone through the prerequisites, and we are all set to start the first class. are you ready? here we go!",gmat prep classes,,,
ObjectId(59f97bcde007d239e50a4fcc),H25LL9,"Computer programming (often shortened to programming) is a process that leads from an original formulation of a computing problem to executable computer programs. Programming involves activities such as analysis, developing understanding, generating algorithms, verification of requirements of algorithms including their correctness and resources consumption, and implementation (commonly referred to as coding) of algorithms in a target programming language. Source code is written in one or more programming languages. The purpose of programming is to find a sequence of instructions that will automate performing a specific task or solving a given problem. The process of programming thus often requires expertise in many different subjects, including knowledge of the application domain, specialized algorithms, and formal logic.
Computer programmers have a full understanding of the how and why of computer systems, including system limitations, and can set realistic expectations and work around those limitations to fully maximize the use of the equipment and its accessories.",computer programming,,,
ObjectId(59f97bcde007d239e50a4fcd),H25LL9,"Looking for cheap or free Internet access? You can look for deals from the major internet service providers, like Comcast's recent roll-out of discount service for low-income families, but keep in mind that you may not qualify under the terms of such programs.
Never fear -  there are still plenty of options for low-priced and even free Internet service available to all comers. 
For example, NetZero now have DSL plans for only 10$ per month with no data restrictions, provided you live in their service areas. 
Another strategy to get cheaper high-speed Internet is to get bundle package with your TV and/or phone service. if, however, you can't find a high speed service that fits your budget, consider getting  dial up Internet. NetZero again provides some very inexpensive dial up services running 5$ per month.",cheap internet,,,
ObjectId(59f97bcde007d239e50a4fce),H25LL9,"Sony's PlayStation 2 is one of the greatest video game consoles of all time. Not only has it built up a tremendous library of software over the years, but it's also sold more than 145 million units worldwide -- more than any other console to date.
2010 marks the 10-year anniversary of the PS2's launch, so what better way to celebrate the beloved console than to look back at all the great games we've enjoyed on the system? The PlayStation 2 had it all: shooters, fighters, racers, and role-playing games -- no genre went unloved during the PS2's brilliant life. We've taken the time to rank the top 100 games on the PlayStation 2, no small feat considering how many fantastic titles are out there. Only a few editors were injured in the process, but the sacrifice was well worth it.
Read on to uncover the finest gems of the PS2's library.",ps 2 games,,,
ObjectId(59f97bcde007d239e50a4fcf),413CV9,"Looking to furnish your tiny studio apartment ? No problem!
We at Compact Furniture Inc. have the best quality, most practical, efficient and beautifully designed space saving furnishing solutions for you!
You are invited to select from our wide range of furniture items, including: beds, couches, sofas, tables, chairs, cabinets and dressers, all in one store and in compact sizes, to fit perfectly for your limited apartment space and urban lifestyle.
We also offer professional consultation services, where you can book an appointment with one of our top designers, to come to your apartment and compose an offer tailored to your taste, needs and living space.
Feel free to visit our Facebook page to post your own smart furnishing tips and ideas or get inspired by others!",furniture small spaces,,,
ObjectId(59f97bcde007d239e50a4fd0),413CV9,"Looking to cut down on your internet connection costs ? Is your ISP overcharging you for their service ?
We, at BestNet Internet Solutions Inc. have exactly what you need!
We offer great DSL broadband internet connection packages at competitive prices, and will beat any cheaper price you get offered elsewhere. We also offer our new customers free installation and a 30-day money back guarantee if you are not satisfied with your internet connection speed.
With our exceptional customer service, great speed, high quality connection and low prices we guarantee you can't get a better deal for your internet services!",cheap internet,,,
ObjectId(59f97bcde007d239e50a4fd1),413CV9,"Vintage Garage Inc. offers professional mechanical services for Honda and Toyota vehicles and an automobile spare parts shop.
Come in for your annual maintenance service, a quick repair or if you would like to replace an old or defective part in your car, we have everything you need!
You are invited to visit our website and search our extensive spare parts online catalog, to find the exact part you need for your car, so we could order it for you in advance. 
We also buy and sell used car parts from different manufacturers including: Toyota, Honda, Volkswagen, BMW, Porsche, and others if you are really tight on budget, an automobile enthusiast or a car dealer.
Come on in and we will take care of all your automobile needs!",car parts,,,
ObjectId(59f97bcde007d239e50a4fd2),AKQHO6,"Global Positioning System i.e GPS is a ""constellation"" of approximately 30 satellites that orbit the Earth and make it possible for people with ground receivers to pinpoint their geographic location. Garmin path finders and Google maps navigation apps use high precision and accuracy of the current global positioning systems (GPS) receivers. Those GPS receivers, are also used today for data collection and integration within a geographic information system (GIS). Ordinarily, different GPS devices offer different layouts of maps for locations worldwide. Overall, the Garmin GPS receivers are more accurate than the Android navigation devices, Specifically, where sub-meter accuracy is required. Nevertheless, the mobile navigation applications are sufficient as everyday life GPS receivers.",gps,,,
ObjectId(59f97bcde007d239e50a4fd3),AKQHO6,"The Car-Parts website is the fastest way to search thousands of auto recycler's inventories to find the part you need. There is a million of inventoried parts in the Car-Parts database, stored by car id's. Moreover see our list of automotive parts for vehicles using internal combustion engines, which are manufactured components of automobiles. Better than searching for replacement parts, just use our part finder feature for results. Simply select your vehicle on our drop down list, and you'll get results for your ride. All of our recycled car parts are tested and covered by our guarantee. This covers used engines, batteries or any other car part, for your transport or any damage-repairable vehicles that you may purchase. We currently house 2,000 salvage cars suitable for car parts breaking, ranging from Ford to Porsche. To contact us simply Phone our used car parts sales on *1844",car parts,,,
ObjectId(59f97bcde007d239e50a4fd4),AKQHO6,"Is a small Condo means choosing functionality over design when buying new furnitures?
Not necessarily, with those design tips you can maximise even extra small spaces.
Although space is often sacrificed in urban living, a ton of square footage isn't a requirement for a well designed home. A little planning of the acquired furnitures can go a long way in the design of a small space apartment. Prefer small furnitures over big ones and avoid rushing out to a single furnitures store to buy things just to fill the space.
Don't feel like you have to go out and buy everything at once, oftentimes the space will end up looking more like a catalogue than a home.
Instead take your time in selecting small pieces at a time to complete this puzzle.",furniture small spaces,,,
ObjectId(59f97bcde007d239e50a4fd5),5WM9S0,"Everything you need to know about horse hooves: A horses's hooves can develop several types of problems. Here are the most common ones. First is Abscess, an infection of the sensitive tissue of the horse's hoof. Symptoms include the hoof being hot and an increased pulse. The abscess will migrate up the hoof and break out at the coronary band. Abscesses can be located with hoof testers. Avoid cutting a large hole in the hoof when pairing or opening the abscess. In most cases, the less hoof removed, the quicker the horse can recover and return to active use. Another is hoof crack, a visible vertical crack in the hoof wall. Treatment consists mainly of immobilizing the hoof crack, thus permitting sound hoof wall to grow down from the coronary band. Last are Corns. Corns start out as bruises of the sensitive sole in the angle formed by the hoof wall and bars.",horse hooves,,,
ObjectId(59f97bcde007d239e50a4fd6),5WM9S0,"DIY of the day: how to build a fence easily!
Today we present a complete guide on how to build a fence, and reshape the face of your house and garden with style. preparation: research the fencing guidelines in your area and make sureyou have a building permit. in order to build a strong fence, we first need to get high quality wood, 1.5 inches nails, a hammer, a saw a wood paint of favorite color. place a wood stump on a waist-high block, or any other elevated plateau which will be convenient to saw on. Saw the fences pieces, 50 inches high and 6 inches wide. stick the fence pieces you sawed in the ground, and 5 inches away from each other. Using nails, connect every 5 pieces with another 2 pieces perpendicularly. paint your brand new and easily built fence.",build fence,,,
ObjectId(59f97bcde007d239e50a4fd7),5WM9S0,"The Bowflex Power Pro Home Gym is a very popular piece of home workout equipment and is a longtime leader in the home fitness industry. Bowflex uses long bending rods instead of weights to add resistance to exercise and the Power Pro is a great example of this equipment. As stated by Boflex users: I have used treadmills and ellipticals and this is by far the best workout of them all. You will feel it within the first few minutes."" In the beginning of using the Bowflex Power Pro Home Gym it would be a good idea to concentrate on doing just a few compound exercises for three sets each. The goal of doing the compound exercises on the Bowflex Power Pro is that you will gain muscle mass and increase your power faster. Remember: if you want to become a pro, you need to have the power of a pro, and you need the Bowflex Power Pro.",bowflex power pro,,,
ObjectId(59f97bcde007d239e50a4fd8),VAX5JH,"
 Get your game on at French Lick Casino, a 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. On our gaming floor, you can play to win a brand new car on slot machines or a progressive jackpot at our table games. You’ll find live-action blackjack, roulette and craps and other table games, a luxurious high-limit room and Indiana’s largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs and Promotions in our spacious entertainment lounge. Here’s a little of what you’ll find at the French Lick Casino: 1,000 new and classic Slots, video poker, progressive jackpots and video keno of all denominations and themes. 37 table games featuring Blackjack, Craps, Roulette, Ultimate Texas Hold'em, 3-Card Poker, Mini-Baccarat and more. A 9,500 square foot unparalleled non-smoking gaming room with live table games and 250 of the latest slots.

",french lick resort casino,,,
ObjectId(59f97bcde007d239e50a4fd9),VAX5JH,"Learn to Sew gives you full step-by-step instructions for full free 17 projects to teach you the ins and outs of sewing. Learn basic hand-sewing stitches, how to thread a machine, and the basics for making your own clothes! All projects come from Instructables.com, are written by sewing experts, and contain pictures for each step so you can do it yourself.
Stitch happy - For Free !",sewing instructions,,,
ObjectId(59f97bcde007d239e50a4fda),VAX5JH,"""Poop Freeze"" - the Alternative option to dog waste.
Nobody likes to touch his pet waste, especially if it is unsolid. ""Poop Freeze"" gives you quick and cheap way to make it a bit better.
This product is a metal spray easy to use - jusy spray it on the waste which becomes solid in seconds. Quick demonstration :
https://www.youtube.com/watch?v=73aL_4idVms
Order you products now: Call 1-844-433-3084 or click here to SAVE!

The project is authorized by FAO, FDA and protected by patent no RE46,601.
Tags: #POOP-FREEZE Aerosol Freeze Spray (10 oz)  #Pets",dog clean bags,,,
ObjectId(59f97bcde007d239e50a4fdb),XCD8FL,"Internet Phone Service (a.k.a ITP) is widely used among users from all over the world making online phone calls. Tele-phone services offered by the different providers on the internet, can be utilized to create international connections between people in a less expensive way similar to regular wired calls. The Internet is a way to connect people from various locations and nationalities and when combined with phone calls services it has a huge power over traditional phone services. There are different kinds of services available for phones via the internet: different providers, various costs, and qualities. There are also free services that can be found online using the internet, which has a poor quality of calls in comparison to priced phone service providers (Like PhonePower). There are services that operate using VoIP or similar technology to make phone calls using the internet. they are free services until you reach some limit.",internet phone service,,,
ObjectId(59f97bcde007d239e50a4fdc),XCD8FL,"New York Hotels are very special in their design as well as in their location in the center of New York (a.k.a NY) city. NYC is one of the most popular places in the United States for holidays and therefore there are a lot of hotels and motels in the city. Hotel in NewYork might be more expensive than the standard prices in the rest of the US. The life in NY never stops and many tourists come to visit the city every year. Once you arrive to your hotel, you can ask the reception for taking care of the transportation in New York for you. Attractions in the city of NYC are diverse and you might even find a place to stay using websites for accommodation like booking.com, trivago.com and more. These websites have recommendations and price comparison for the same room in the same hotel for different prices.",newyork hotels,,,
ObjectId(59f97bcde007d239e50a4fdd),XCD8FL,"The biggest online Poker Tournament hosted by PokerStars in the virtual universe every Sunday: the Sunday Competition for card games! You can find the instructions online in different PokerTournament websites like betting websites. Playing in online poker tournaments against people from all over the world might be very competitive. The buy-in is different per tournament starting at 215, but this week PokerStars has a special on the Sunday PokerTour Online host who just happens to be Mickey mement_mori Petersen, knock him out and you collect a bounty that gives you back your 215 buy-in. If you're playing, the tournament kicks off at 1430 ET and you could be rubbing virtual elbows with many of the PokerStars Team Online and the pros. Playing other card games rather than Poker can be fun as well, but Poker Tournamets are played all over the world.",poker tournaments,,,
ObjectId(59f97bcde007d239e50a4fde),63ZBKE,"Quit Smoking easily using one of these 20+ ways and start your path towards a happier, healthier, smoke-free life ! 
Take a piece of paper and make a list of the reasons you should quit smoking, you can include things you dislike about smoking such as how it can interfere with your health, work, family, etc. Think about the list over time, and make changes toward smoking free life.
For better results you can give your cigarettes to a friend to help you stay away from the bad habit and eventually quit smoking, one step closer to a much healthier life.
Remember, in order to quit smoking, or any bad habit you have, you have to really want it and then with a little bit of hard work the rest will come easily.
Go to our website for more information about different addictions and the best way to overcome them.
",quit smoking,,,
ObjectId(59f97bcde007d239e50a4fdf),63ZBKE,"Cleaning up after your dog can be tedious - make it a bit easier by ordering dog clean-up bags online.
There is a variety of companies selling dog clean-up bags online, such as Pogi's, Earth Rated, Pink Paws, Paws & Pals and many others. Dog clean-up bags can be ordered from many sites such as Amazon.com and Walmart.com. 
There are even biodegradable bags so you can contribute your fare share to saving the environment. You can reduce costs by ordering ""saving packages"", in many cases when buying such a package you get a bag dispenser to attach to the dog's leash.
Another low cost option is using spare plastic bags, newspapers or nappy sacks. In many cities in the world councils are installing special bins for dog waste with packages of free dog clean-up bags attached to them for the dog owners comfort.",dog clean bags,,,
ObjectId(59f97bcde007d239e50a4fe0),63ZBKE,"Here at ""London Auto Parts"" you can find any spare parts you need for your car. It doesn't matter if you have a Mercedes, Bentley, Mazda or Suzuki - you can find any parts you need here.
We provide a variety of parts in different conditions from new parts from the vendor to used parts in great condition, all come with a 3 months guarantee.
If you are not sure which parts exactly you need for your car, our team of professional experts would be happy to consult.
For more information go to our website or contact our team in the parts department.",car parts,,,
ObjectId(59f97bcde007d239e50a4fe1),ZNEMHF,"A toilet is a sanitation fixture used for the storing or disposal of human urine and feces. Toilets can be with or without flushing water (flush toilet or dry toilet). They can be set up for a sitting posture or for a squatting posture (squat toilet). Flush toilets are usually connected to a sewer system in urban areas and to septic tanks in less built-up areas.
A public toilet is a room or small building containing one or more toilets (and commonly urinals) which is available for use by the general public, or by customers or employees of certain businesses.
A bathroom generally containing a sink (basin) and either a bathtub, a shower, or both. In some countries, the toilet is included in this room, for ease of plumbing, whereas other cultures consider this insanitary, and give that fixture a room of its own.

",toilet,,,
